energy(keV),eff area(cm^2)
9.76000,0.6482281307163215
9.77000,0.6520776627060854
9.78000,0.6559475027284972
9.79000,0.6598017912414521
9.80000,0.6636394747244504
9.81000,0.6674608378431088
9.82000,0.6712661689603323
9.83000,0.6750550447530741
9.84000,0.6788904158621336
9.85000,0.6827197946587299
9.86000,0.6865317955301364
9.87000,0.6903260302533758
9.88000,0.6941021806180504
9.89000,0.6978594007969925
9.90000,0.7016092132310093
9.91000,0.7054125147953342
9.92000,0.7091966155470758
9.93000,0.7129612413263384
9.94000,0.7167064390512115
9.95000,0.7204317267487996
9.96000,0.7241365624830306
9.97000,0.7278508724480827
9.98000,0.7315939433814019
9.99000,0.7353164525685767
10.0000,0.7390180626856356
10.0100,0.7426978582054584
10.0200,0.7463554058829250
10.0300,0.7499915048966994
10.0400,0.7536466996422373
10.0500,0.7573109125167699
10.0600,0.7609519071244608
10.0700,0.7645697609456614
10.0800,0.7681648006912785
10.0900,0.7717356604687000
10.1000,0.7752829152413473
10.1100,0.7788615362011215
10.1200,0.7824373225914667
10.1300,0.7859884848335713
10.1400,0.7895140521990673
10.1500,0.7930153884766721
10.1600,0.7964958803732655
10.1700,0.7999512097267976
10.1800,0.8034458371111475
10.1900,0.8069290342847447
10.2000,0.8103859992420869
10.2100,0.8138162055230884
10.2200,0.8172194009643715
10.2300,0.8205955164057869
10.2400,0.8239445235176016
10.2500,0.8273367711008937
10.2600,0.8307108574239748
10.2700,0.8340563244185180
10.2800,0.8373735975012957
10.2900,0.8406624943072907
10.3000,0.8439228916381216
10.3100,0.8471541013842295
10.3200,0.8504210633201159
10.3300,0.8536667031627442
10.3400,0.8568820704021357
10.3500,0.8600677508110721
10.3600,0.8632234364342768
10.3700,0.8663491424113877
10.3800,0.8694440224822780
10.3900,0.8725792831178137
10.4000,0.8756962583410878
10.4100,0.8787816750411821
10.4200,0.8818359090049833
10.4300,0.8848579431695803
10.4400,0.8878484579081802
10.4500,0.8908065776690840
